"ts","req","gw","phase","status","err","outcome","acct","model","source","hard","cont","auto","prev","upstreamResp","retry","selectedReason","skip","stickyCleared","activeStream","previousAffinity","requestAffinity"
"1779889017082","x-codex-turn-state:sha256:5fc27a59ebff","gw-1779889015088-112","selector",,,"request_affinity_bound","sha256:330810352ff0","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889017437","x-codex-turn-metadata:sha256:6aa603fcfefd","gw-1779888991209-107","upstream_forward","500",,"response_received","sha256:88ecc5236095","gpt-5.4-mini","codex_turn_metadata",,"false","false",,,,,,,,,
"1779889017538","x-codex-turn-metadata:sha256:6aa603fcfefd","gw-1779888991209-107","fallback_selected","500","server_error","next_account","sha256:88ecc5236095","gpt-5.4-mini","codex_turn_metadata",,"false","false",,,,,,,,,
"1779889017568","x-codex-turn-metadata:sha256:6aa603fcfefd","gw-1779888991209-107","auth_projection",,,"prepared","sha256:330810352ff0","gpt-5.4-mini","codex_turn_metadata",,"false","false",,,,,,,,,
"1779889017599","x-codex-turn-metadata:sha256:6aa603fcfefd","gw-1779888991209-107","upstream_forward",,,"send_started","sha256:330810352ff0","gpt-5.4-mini","codex_turn_metadata",,"false","false",,,,,,,,,
"1779889018538","x-codex-turn-metadata:sha256:6aa603fcfefd","gw-1779888991209-107","upstream_forward","429",,"response_received","sha256:330810352ff0","gpt-5.4-mini","codex_turn_metadata",,"false","false",,,,,,,,,
"1779889018627","x-codex-turn-metadata:sha256:6aa603fcfefd","gw-1779888991209-107","quota_classification","429","usage_limit_reached","classified","sha256:330810352ff0","gpt-5.4-mini","codex_turn_metadata",,"false","false",,,"603846000",,,,,,
"1779889018668","x-codex-turn-metadata:sha256:6aa603fcfefd","gw-1779888991209-107","model_cooldown_applied","429","usage_limit_reached","recorded","sha256:330810352ff0","gpt-5.4-mini","codex_turn_metadata",,"false","false",,,"603846000",,,,,,
"1779889018716","x-codex-turn-metadata:sha256:6aa603fcfefd","gw-1779888991209-107","fallback_blocked","429","usage_limit_reached","attempt_limit","sha256:330810352ff0","gpt-5.4-mini","codex_turn_metadata",,"false","false",,,"603846000",,,,,,
"1779889031132","x-codex-turn-metadata:sha256:6aa603fcfefd","gw-1779888991211-108","auth_projection",,,"prepared","sha256:88ecc5236095","gpt-5.4-mini","codex_turn_metadata",,"false","false",,,,,,,,,
"1779889031167","x-codex-turn-metadata:sha256:6aa603fcfefd","gw-1779888991211-108","upstream_forward",,,"send_started","sha256:88ecc5236095","gpt-5.4-mini","codex_turn_metadata",,"false","false",,,,,,,,,
"1779889032913","x-codex-turn-metadata:sha256:6aa603fcfefd","gw-1779888991211-108","upstream_forward","200",,"response_received","sha256:88ecc5236095","gpt-5.4-mini","codex_turn_metadata",,"false","false",,,,,,,,,
"1779889032976","x-codex-turn-metadata:sha256:6aa603fcfefd","gw-1779888991211-108","selector",,,"sticky_bound","sha256:88ecc5236095","gpt-5.4-mini","codex_turn_metadata",,"false","false",,,,,,,,,
"1779889033015","x-codex-turn-metadata:sha256:6aa603fcfefd","gw-1779888991211-108","routing_decision","200",,"selected","sha256:88ecc5236095","gpt-5.4-mini","codex_turn_metadata",,"false","false",,,,"sticky_selected",,"false","false","false","false"
"1779889033025","x-codex-turn-metadata:sha256:6aa603fcfefd","gw-1779888991211-108","selector","200",,"selected","sha256:88ecc5236095","gpt-5.4-mini","codex_turn_metadata",,"false","false",,,,"sticky_selected",,"false","false","false","false"
"1779889033182","x-codex-turn-metadata:sha256:6aa603fcfefd","gw-1779888991211-108","selector",,,"request_affinity_bound","sha256:88ecc5236095","gpt-5.4-mini","codex_turn_metadata",,"false","false",,,,,,,,,
"1779889033258","x-codex-turn-metadata:sha256:6aa603fcfefd","gw-1779888991211-108","stream_terminal","200",,"ok","sha256:88ecc5236095","gpt-5.4-mini","codex_turn_metadata",,"false","false",,,,,,,,,
"1779889033277","x-codex-turn-metadata:sha256:6aa603fcfefd","gw-1779888991211-108","lease_released",,,"completed","sha256:88ecc5236095","gpt-5.4-mini","codex_turn_metadata",,"false","false",,,,,,,,,
"1779889033286","x-codex-turn-metadata:sha256:6aa603fcfefd","gw-1779888991211-108","response_affinity_bound",,,"bound","sha256:88ecc5236095","gpt-5.4-mini","codex_turn_metadata",,"false","false",,"response:sha256:0d4d6fb13c19",,,,,,,
"1779889037081","x-codex-turn-metadata.turn_id:sha256:b7bd6f35e5c8","gw-1779888990752-106","stream_terminal","200",,"ok","sha256:88ecc5236095","gpt-5.5","codex_turn_metadata_turn_id",,"false","false",,,,,,,,,
"1779889037100","x-codex-turn-metadata.turn_id:sha256:b7bd6f35e5c8","gw-1779888990752-106","lease_released",,,"completed","sha256:88ecc5236095","gpt-5.5","codex_turn_metadata_turn_id",,"false","false",,,,,,,,,
"1779889037109","x-codex-turn-metadata.turn_id:sha256:b7bd6f35e5c8","gw-1779888990752-106","response_affinity_bound",,,"bound","sha256:88ecc5236095","gpt-5.5","codex_turn_metadata_turn_id",,"false","false",,"response:sha256:43badff4a31c",,,,,,,
"1779889037267","x-codex-turn-state:sha256:9e0a4a8a3ac8","gw-1779889037153-113","request_trace",,,"prepared","-","gpt-5.5","codex_turn_state","true","false","false",,,,,,,,,
"1779889037329","x-codex-turn-state:sha256:9e0a4a8a3ac8","gw-1779889037153-113","auth_projection",,,"prepared","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889037359","x-codex-turn-state:sha256:9e0a4a8a3ac8","gw-1779889037153-113","upstream_forward",,,"send_started","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889038747","x-codex-turn-state:sha256:9e0a4a8a3ac8","gw-1779889037153-113","upstream_forward","200",,"response_received","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889038804","x-codex-turn-state:sha256:9e0a4a8a3ac8","gw-1779889037153-113","selector",,,"request_affinity_bound","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889038833","x-codex-turn-state:sha256:9e0a4a8a3ac8","gw-1779889037153-113","routing_decision","200",,"selected","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,"request_affinity_selected",,"false","false","false","true"
"1779889038843","x-codex-turn-state:sha256:9e0a4a8a3ac8","gw-1779889037153-113","selector","200",,"selected","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,"request_affinity_selected",,"false","false","false","true"
"1779889038931","x-codex-turn-state:sha256:9e0a4a8a3ac8","gw-1779889037153-113","selector",,,"request_affinity_bound","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889042307","x-codex-turn-state:sha256:5fc27a59ebff","gw-1779889015088-112","stream_terminal","200",,"ok","sha256:330810352ff0","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889042327","x-codex-turn-state:sha256:5fc27a59ebff","gw-1779889015088-112","lease_released",,,"completed","sha256:330810352ff0","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889042337","x-codex-turn-state:sha256:5fc27a59ebff","gw-1779889015088-112","response_affinity_bound",,,"bound","sha256:330810352ff0","gpt-5.5","codex_turn_state",,"false","false",,"response:sha256:339dcb435608",,,,,,,
"1779889043755","x-codex-turn-state:sha256:5fc27a59ebff","gw-1779889043525-114","request_trace",,,"prepared","-","gpt-5.5","codex_turn_state","true","false","false",,,,,,,,,
"1779889043869","x-codex-turn-state:sha256:5fc27a59ebff","gw-1779889043525-114","auth_projection",,,"prepared","sha256:330810352ff0","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889043902","x-codex-turn-state:sha256:5fc27a59ebff","gw-1779889043525-114","upstream_forward",,,"send_started","sha256:330810352ff0","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889045467","x-codex-turn-state:sha256:5fc27a59ebff","gw-1779889043525-114","upstream_forward","200",,"response_received","sha256:330810352ff0","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889045530","x-codex-turn-state:sha256:5fc27a59ebff","gw-1779889043525-114","selector",,,"request_affinity_bound","sha256:330810352ff0","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889045568","x-codex-turn-state:sha256:5fc27a59ebff","gw-1779889043525-114","routing_decision","200",,"selected","sha256:330810352ff0","gpt-5.5","codex_turn_state",,"false","false",,,,"request_affinity_selected",,"false","false","false","true"
"1779889045577","x-codex-turn-state:sha256:5fc27a59ebff","gw-1779889043525-114","selector","200",,"selected","sha256:330810352ff0","gpt-5.5","codex_turn_state",,"false","false",,,,"request_affinity_selected",,"false","false","false","true"
"1779889045684","x-codex-turn-state:sha256:5fc27a59ebff","gw-1779889043525-114","selector",,,"request_affinity_bound","sha256:330810352ff0","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889048725","x-codex-turn-state:sha256:5fc27a59ebff","gw-1779889043525-114","stream_terminal","200",,"ok","sha256:330810352ff0","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889048743","x-codex-turn-state:sha256:5fc27a59ebff","gw-1779889043525-114","lease_released",,,"completed","sha256:330810352ff0","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889048752","x-codex-turn-state:sha256:5fc27a59ebff","gw-1779889043525-114","response_affinity_bound",,,"bound","sha256:330810352ff0","gpt-5.5","codex_turn_state",,"false","false",,"response:sha256:5b96b03b1947",,,,,,,
"1779889051121","x-codex-turn-metadata.turn_id:sha256:c1c0b9446ae2","gw-1779888994801-109","auth_projection",,,"prepared","sha256:88ecc5236095","gpt-5.5","codex_turn_metadata_turn_id",,"false","false",,,,,,,,,
"1779889051176","x-codex-turn-metadata.turn_id:sha256:c1c0b9446ae2","gw-1779888994801-109","upstream_forward",,,"send_started","sha256:88ecc5236095","gpt-5.5","codex_turn_metadata_turn_id",,"false","false",,,,,,,,,
"1779889052864","x-codex-turn-metadata.turn_id:sha256:c1c0b9446ae2","gw-1779888994801-109","upstream_forward","200",,"response_received","sha256:88ecc5236095","gpt-5.5","codex_turn_metadata_turn_id",,"false","false",,,,,,,,,
"1779889052950","x-codex-turn-metadata.turn_id:sha256:c1c0b9446ae2","gw-1779888994801-109","selector",,,"sticky_bound","sha256:88ecc5236095","gpt-5.5","codex_turn_metadata_turn_id",,"false","false",,,,,,,,,
"1779889052992","x-codex-turn-metadata.turn_id:sha256:c1c0b9446ae2","gw-1779888994801-109","routing_decision","200",,"selected","sha256:88ecc5236095","gpt-5.5","codex_turn_metadata_turn_id",,"false","false",,,,"sticky_selected",,"false","false","false","false"
"1779889053004","x-codex-turn-metadata.turn_id:sha256:c1c0b9446ae2","gw-1779888994801-109","selector","200",,"selected","sha256:88ecc5236095","gpt-5.5","codex_turn_metadata_turn_id",,"false","false",,,,"sticky_selected",,"false","false","false","false"
"1779889053173","x-codex-turn-metadata.turn_id:sha256:c1c0b9446ae2","gw-1779888994801-109","selector",,,"request_affinity_bound","sha256:88ecc5236095","gpt-5.5","codex_turn_metadata_turn_id",,"false","false",,,,,,,,,
"1779889053226","x-codex-turn-state:sha256:5fc27a59ebff","gw-1779889052999-115","request_trace",,,"prepared","-","gpt-5.5","codex_turn_state","true","false","false",,,,,,,,,
"1779889053332","x-codex-turn-state:sha256:5fc27a59ebff","gw-1779889052999-115","auth_projection",,,"prepared","sha256:330810352ff0","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889053388","x-codex-turn-state:sha256:5fc27a59ebff","gw-1779889052999-115","upstream_forward",,,"send_started","sha256:330810352ff0","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889058329","x-codex-turn-state:sha256:9e0a4a8a3ac8","gw-1779889037153-113","stream_terminal","200",,"ok","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889058349","x-codex-turn-state:sha256:9e0a4a8a3ac8","gw-1779889037153-113","lease_released",,,"completed","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889058359","x-codex-turn-state:sha256:9e0a4a8a3ac8","gw-1779889037153-113","response_affinity_bound",,,"bound","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,"response:sha256:8f7645f2c69d",,,,,,,
"1779889059136","x-codex-turn-state:sha256:9e0a4a8a3ac8","gw-1779889059017-116","request_trace",,,"prepared","-","gpt-5.5","codex_turn_state","true","false","false",,,,,,,,,
"1779889059198","x-codex-turn-state:sha256:9e0a4a8a3ac8","gw-1779889059017-116","auth_projection",,,"prepared","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889059227","x-codex-turn-state:sha256:9e0a4a8a3ac8","gw-1779889059017-116","upstream_forward",,,"send_started","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889059248","x-codex-turn-state:sha256:5fc27a59ebff","gw-1779889052999-115","upstream_forward","200",,"response_received","sha256:330810352ff0","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889059313","x-codex-turn-state:sha256:5fc27a59ebff","gw-1779889052999-115","selector",,,"request_affinity_bound","sha256:330810352ff0","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889059349","x-codex-turn-state:sha256:5fc27a59ebff","gw-1779889052999-115","routing_decision","200",,"selected","sha256:330810352ff0","gpt-5.5","codex_turn_state",,"false","false",,,,"request_affinity_selected",,"false","false","false","true"
"1779889059358","x-codex-turn-state:sha256:5fc27a59ebff","gw-1779889052999-115","selector","200",,"selected","sha256:330810352ff0","gpt-5.5","codex_turn_state",,"false","false",,,,"request_affinity_selected",,"false","false","false","true"
"1779889059490","x-codex-turn-state:sha256:5fc27a59ebff","gw-1779889052999-115","selector",,,"request_affinity_bound","sha256:330810352ff0","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889060829","x-codex-turn-state:sha256:9e0a4a8a3ac8","gw-1779889059017-116","upstream_forward","200",,"response_received","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889060893","x-codex-turn-state:sha256:9e0a4a8a3ac8","gw-1779889059017-116","selector",,,"request_affinity_bound","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889060922","x-codex-turn-state:sha256:9e0a4a8a3ac8","gw-1779889059017-116","routing_decision","200",,"selected","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,"request_affinity_selected",,"false","false","false","true"
"1779889060931","x-codex-turn-state:sha256:9e0a4a8a3ac8","gw-1779889059017-116","selector","200",,"selected","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,"request_affinity_selected",,"false","false","false","true"
"1779889061019","x-codex-turn-state:sha256:9e0a4a8a3ac8","gw-1779889059017-116","selector",,,"request_affinity_bound","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889071139","x-codex-turn-metadata.turn_id:sha256:10cc72a22874","gw-1779889011826-111","auth_projection",,,"prepared","sha256:88ecc5236095","gpt-5.5","codex_turn_metadata_turn_id",,"false","false",,,,,,,,,
"1779889071163","x-codex-turn-metadata.turn_id:sha256:10cc72a22874","gw-1779889011826-111","upstream_forward",,,"send_started","sha256:88ecc5236095","gpt-5.5","codex_turn_metadata_turn_id",,"false","false",,,,,,,,,
"1779889073264","x-codex-turn-metadata.turn_id:sha256:10cc72a22874","gw-1779889011826-111","upstream_forward","200",,"response_received","sha256:88ecc5236095","gpt-5.5","codex_turn_metadata_turn_id",,"false","false",,,,,,,,,
"1779889073317","x-codex-turn-metadata.turn_id:sha256:10cc72a22874","gw-1779889011826-111","selector",,,"sticky_bound","sha256:88ecc5236095","gpt-5.5","codex_turn_metadata_turn_id",,"false","false",,,,,,,,,
"1779889073342","x-codex-turn-metadata.turn_id:sha256:10cc72a22874","gw-1779889011826-111","routing_decision","200",,"selected","sha256:88ecc5236095","gpt-5.5","codex_turn_metadata_turn_id",,"false","false",,,,"sticky_selected",,"false","false","false","false"
"1779889073355","x-codex-turn-metadata.turn_id:sha256:10cc72a22874","gw-1779889011826-111","selector","200",,"selected","sha256:88ecc5236095","gpt-5.5","codex_turn_metadata_turn_id",,"false","false",,,,"sticky_selected",,"false","false","false","false"
"1779889073438","x-codex-turn-metadata.turn_id:sha256:10cc72a22874","gw-1779889011826-111","selector",,,"request_affinity_bound","sha256:88ecc5236095","gpt-5.5","codex_turn_metadata_turn_id",,"false","false",,,,,,,,,
"1779889096278","x-codex-turn-metadata.turn_id:sha256:c1c0b9446ae2","gw-1779888994801-109","stream_terminal","200",,"ok","sha256:88ecc5236095","gpt-5.5","codex_turn_metadata_turn_id",,"false","false",,,,,,,,,
"1779889096300","x-codex-turn-metadata.turn_id:sha256:c1c0b9446ae2","gw-1779888994801-109","lease_released",,,"completed","sha256:88ecc5236095","gpt-5.5","codex_turn_metadata_turn_id",,"false","false",,,,,,,,,
"1779889096312","x-codex-turn-metadata.turn_id:sha256:c1c0b9446ae2","gw-1779888994801-109","response_affinity_bound",,,"bound","sha256:88ecc5236095","gpt-5.5","codex_turn_metadata_turn_id",,"false","false",,"response:sha256:34838ccbb1c1",,,,,,,
"1779889097552","x-codex-turn-state:sha256:61705b9de75c","gw-1779889097374-117","request_trace",,,"prepared","-","gpt-5.5","codex_turn_state","true","false","false",,,,,,,,,
"1779889097657","x-codex-turn-state:sha256:61705b9de75c","gw-1779889097374-117","auth_projection",,,"prepared","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889097709","x-codex-turn-state:sha256:61705b9de75c","gw-1779889097374-117","upstream_forward",,,"send_started","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889097760","x-codex-turn-state:sha256:5fc27a59ebff","gw-1779889052999-115","stream_terminal","200",,"ok","sha256:330810352ff0","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889097779","x-codex-turn-state:sha256:5fc27a59ebff","gw-1779889052999-115","lease_released",,,"completed","sha256:330810352ff0","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889097789","x-codex-turn-state:sha256:5fc27a59ebff","gw-1779889052999-115","response_affinity_bound",,,"bound","sha256:330810352ff0","gpt-5.5","codex_turn_state",,"false","false",,"response:sha256:0b03da667ce1",,,,,,,
"1779889098416","x-codex-turn-state:sha256:5fc27a59ebff","gw-1779889098270-118","request_trace",,,"prepared","-","gpt-5.5","codex_turn_state","true","false","false",,,,,,,,,
"1779889098541","x-codex-turn-state:sha256:5fc27a59ebff","gw-1779889098270-118","auth_projection",,,"prepared","sha256:330810352ff0","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889098580","x-codex-turn-state:sha256:5fc27a59ebff","gw-1779889098270-118","upstream_forward",,,"send_started","sha256:330810352ff0","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889099925","x-codex-turn-state:sha256:5fc27a59ebff","gw-1779889098270-118","upstream_forward","200",,"response_received","sha256:330810352ff0","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889100005","x-codex-turn-state:sha256:5fc27a59ebff","gw-1779889098270-118","selector",,,"request_affinity_bound","sha256:330810352ff0","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889100049","x-codex-turn-state:sha256:5fc27a59ebff","gw-1779889098270-118","routing_decision","200",,"selected","sha256:330810352ff0","gpt-5.5","codex_turn_state",,"false","false",,,,"request_affinity_selected",,"false","false","false","true"
"1779889100061","x-codex-turn-state:sha256:5fc27a59ebff","gw-1779889098270-118","selector","200",,"selected","sha256:330810352ff0","gpt-5.5","codex_turn_state",,"false","false",,,,"request_affinity_selected",,"false","false","false","true"
"1779889100187","x-codex-turn-state:sha256:5fc27a59ebff","gw-1779889098270-118","selector",,,"request_affinity_bound","sha256:330810352ff0","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889101301","x-codex-turn-state:sha256:61705b9de75c","gw-1779889097374-117","upstream_forward","200",,"response_received","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889101371","x-codex-turn-state:sha256:61705b9de75c","gw-1779889097374-117","selector",,,"request_affinity_bound","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889101412","x-codex-turn-state:sha256:61705b9de75c","gw-1779889097374-117","routing_decision","200",,"selected","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,"request_affinity_selected",,"false","false","false","true"
"1779889101421","x-codex-turn-state:sha256:61705b9de75c","gw-1779889097374-117","selector","200",,"selected","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,"request_affinity_selected",,"false","false","false","true"
"1779889101541","x-codex-turn-state:sha256:61705b9de75c","gw-1779889097374-117","selector",,,"request_affinity_bound","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889109115","x-codex-turn-state:sha256:61705b9de75c","gw-1779889097374-117","stream_terminal","200",,"ok","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889109135","x-codex-turn-state:sha256:61705b9de75c","gw-1779889097374-117","lease_released",,,"completed","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889109145","x-codex-turn-state:sha256:61705b9de75c","gw-1779889097374-117","response_affinity_bound",,,"bound","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,"response:sha256:1eefacf8c30a",,,,,,,
"1779889110547","x-codex-turn-metadata.turn_id:sha256:10cc72a22874","gw-1779889011826-111","stream_terminal","200",,"ok","sha256:88ecc5236095","gpt-5.5","codex_turn_metadata_turn_id",,"false","false",,,,,,,,,
"1779889110572","x-codex-turn-metadata.turn_id:sha256:10cc72a22874","gw-1779889011826-111","lease_released",,,"completed","sha256:88ecc5236095","gpt-5.5","codex_turn_metadata_turn_id",,"false","false",,,,,,,,,
"1779889110582","x-codex-turn-metadata.turn_id:sha256:10cc72a22874","gw-1779889011826-111","response_affinity_bound",,,"bound","sha256:88ecc5236095","gpt-5.5","codex_turn_metadata_turn_id",,"false","false",,"response:sha256:45a4a41aad06",,,,,,,
"1779889110767","x-codex-turn-state:sha256:e1051ecba5ac","gw-1779889110653-119","request_trace",,,"prepared","-","gpt-5.5","codex_turn_state","true","false","false",,,,,,,,,
"1779889110879","x-codex-turn-state:sha256:e1051ecba5ac","gw-1779889110653-119","auth_projection",,,"prepared","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889110906","x-codex-turn-state:sha256:e1051ecba5ac","gw-1779889110653-119","upstream_forward",,,"send_started","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889114115","x-codex-turn-state:sha256:61705b9de75c","gw-1779889113967-120","request_trace",,,"prepared","-","gpt-5.5","codex_turn_state","true","false","false",,,,,,,,,
"1779889114196","x-codex-turn-state:sha256:61705b9de75c","gw-1779889113967-120","auth_projection",,,"prepared","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889114235","x-codex-turn-state:sha256:61705b9de75c","gw-1779889113967-120","upstream_forward",,,"send_started","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889115033","x-codex-turn-state:sha256:e1051ecba5ac","gw-1779889110653-119","upstream_forward","200",,"response_received","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889115089","x-codex-turn-state:sha256:e1051ecba5ac","gw-1779889110653-119","selector",,,"request_affinity_bound","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889115115","x-codex-turn-state:sha256:e1051ecba5ac","gw-1779889110653-119","routing_decision","200",,"selected","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,"request_affinity_selected",,"false","false","false","true"
"1779889115125","x-codex-turn-state:sha256:e1051ecba5ac","gw-1779889110653-119","selector","200",,"selected","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,"request_affinity_selected",,"false","false","false","true"
"1779889115209","x-codex-turn-state:sha256:e1051ecba5ac","gw-1779889110653-119","selector",,,"request_affinity_bound","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889115860","x-codex-turn-state:sha256:61705b9de75c","gw-1779889113967-120","upstream_forward","200",,"response_received","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889115952","x-codex-turn-state:sha256:61705b9de75c","gw-1779889113967-120","selector",,,"request_affinity_bound","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889116012","x-codex-turn-state:sha256:61705b9de75c","gw-1779889113967-120","routing_decision","200",,"selected","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,"request_affinity_selected",,"false","false","false","true"
"1779889116025","x-codex-turn-state:sha256:61705b9de75c","gw-1779889113967-120","selector","200",,"selected","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,"request_affinity_selected",,"false","false","false","true"
"1779889116168","x-codex-turn-state:sha256:61705b9de75c","gw-1779889113967-120","selector",,,"request_affinity_bound","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889120520","x-codex-turn-state:sha256:9e0a4a8a3ac8","gw-1779889059017-116","stream_terminal","200",,"ok","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889120540","x-codex-turn-state:sha256:9e0a4a8a3ac8","gw-1779889059017-116","lease_released",,,"completed","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889120550","x-codex-turn-state:sha256:9e0a4a8a3ac8","gw-1779889059017-116","response_affinity_bound",,,"bound","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,"response:sha256:3bdc30d5a432",,,,,,,
"1779889121864","x-codex-turn-state:sha256:9e0a4a8a3ac8","gw-1779889121690-121","request_trace",,,"prepared","-","gpt-5.5","codex_turn_state","true","false","false",,,,,,,,,
"1779889121944","x-codex-turn-state:sha256:9e0a4a8a3ac8","gw-1779889121690-121","auth_projection",,,"prepared","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889121984","x-codex-turn-state:sha256:9e0a4a8a3ac8","gw-1779889121690-121","upstream_forward",,,"send_started","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889123931","x-codex-turn-state:sha256:9e0a4a8a3ac8","gw-1779889121690-121","upstream_forward","200",,"response_received","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889123987","x-codex-turn-state:sha256:9e0a4a8a3ac8","gw-1779889121690-121","selector",,,"request_affinity_bound","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889124017","x-codex-turn-state:sha256:9e0a4a8a3ac8","gw-1779889121690-121","routing_decision","200",,"selected","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,"request_affinity_selected",,"false","false","false","true"
"1779889124027","x-codex-turn-state:sha256:9e0a4a8a3ac8","gw-1779889121690-121","selector","200",,"selected","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,"request_affinity_selected",,"false","false","false","true"
"1779889124118","x-codex-turn-state:sha256:9e0a4a8a3ac8","gw-1779889121690-121","selector",,,"request_affinity_bound","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
