"ts","req","gw","phase","status","err","outcome","acct","model","source","hard","cont","auto","prev","upstreamResp","retry","selectedReason","skip","stickyCleared","activeStream","previousAffinity","requestAffinity"
"1779889449979","x-codex-turn-state:sha256:9e0a4a8a3ac8","gw-1779889448302-160","upstream_forward","200",,"response_received","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889450042","x-codex-turn-state:sha256:9e0a4a8a3ac8","gw-1779889448302-160","selector",,,"request_affinity_bound","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889450083","x-codex-turn-state:sha256:9e0a4a8a3ac8","gw-1779889448302-160","routing_decision","200",,"selected","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,"request_affinity_selected",,"false","false","false","true"
"1779889450093","x-codex-turn-state:sha256:9e0a4a8a3ac8","gw-1779889448302-160","selector","200",,"selected","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,"request_affinity_selected",,"false","false","false","true"
"1779889450105","x-codex-turn-state:sha256:e1051ecba5ac","gw-1779889433927-159","stream_terminal","200",,"ok","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889450138","x-codex-turn-state:sha256:e1051ecba5ac","gw-1779889433927-159","lease_released",,,"completed","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889450152","x-codex-turn-state:sha256:e1051ecba5ac","gw-1779889433927-159","response_affinity_bound",,,"bound","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,"response:sha256:c1e6bd827d6a",,,,,,,
"1779889450244","x-codex-turn-state:sha256:9e0a4a8a3ac8","gw-1779889448302-160","selector",,,"request_affinity_bound","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889450265","x-codex-turn-state:sha256:e1051ecba5ac","gw-1779889450099-161","request_trace",,,"prepared","-","gpt-5.5","codex_turn_state","true","false","false",,,,,,,,,
"1779889450364","x-codex-turn-state:sha256:e1051ecba5ac","gw-1779889450099-161","auth_projection",,,"prepared","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889450394","x-codex-turn-state:sha256:e1051ecba5ac","gw-1779889450099-161","upstream_forward",,,"send_started","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889451613","x-codex-turn-state:sha256:e1051ecba5ac","gw-1779889450099-161","upstream_forward","200",,"response_received","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889451668","x-codex-turn-state:sha256:e1051ecba5ac","gw-1779889450099-161","selector",,,"request_affinity_bound","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889451697","x-codex-turn-state:sha256:e1051ecba5ac","gw-1779889450099-161","routing_decision","200",,"selected","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,"request_affinity_selected",,"false","false","false","true"
"1779889451707","x-codex-turn-state:sha256:e1051ecba5ac","gw-1779889450099-161","selector","200",,"selected","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,"request_affinity_selected",,"false","false","false","true"
"1779889451795","x-codex-turn-state:sha256:e1051ecba5ac","gw-1779889450099-161","selector",,,"request_affinity_bound","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889457013","x-codex-turn-state:sha256:9e0a4a8a3ac8","gw-1779889448302-160","stream_terminal","200",,"ok","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889457039","x-codex-turn-state:sha256:9e0a4a8a3ac8","gw-1779889448302-160","lease_released",,,"completed","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889457086","x-codex-turn-state:sha256:9e0a4a8a3ac8","gw-1779889448302-160","response_affinity_bound",,,"bound","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,"response:sha256:7dd8c1d59520",,,,,,,
"1779889457187","x-codex-turn-state:sha256:9e0a4a8a3ac8","gw-1779889457040-162","request_trace",,,"prepared","-","gpt-5.5","codex_turn_state","true","false","false",,,,,,,,,
"1779889457254","x-codex-turn-state:sha256:9e0a4a8a3ac8","gw-1779889457040-162","auth_projection",,,"prepared","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889457287","x-codex-turn-state:sha256:9e0a4a8a3ac8","gw-1779889457040-162","upstream_forward",,,"send_started","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889458731","x-codex-turn-state:sha256:9e0a4a8a3ac8","gw-1779889457040-162","upstream_forward","200",,"response_received","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889458791","x-codex-turn-state:sha256:9e0a4a8a3ac8","gw-1779889457040-162","selector",,,"request_affinity_bound","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889458824","x-codex-turn-state:sha256:9e0a4a8a3ac8","gw-1779889457040-162","routing_decision","200",,"selected","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,"request_affinity_selected",,"false","false","false","true"
"1779889458835","x-codex-turn-state:sha256:9e0a4a8a3ac8","gw-1779889457040-162","selector","200",,"selected","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,"request_affinity_selected",,"false","false","false","true"
"1779889458932","x-codex-turn-state:sha256:9e0a4a8a3ac8","gw-1779889457040-162","selector",,,"request_affinity_bound","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889463422","x-codex-turn-state:sha256:e1051ecba5ac","gw-1779889450099-161","stream_terminal","200",,"ok","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889463447","x-codex-turn-state:sha256:e1051ecba5ac","gw-1779889450099-161","lease_released",,,"completed","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889463460","x-codex-turn-state:sha256:e1051ecba5ac","gw-1779889450099-161","response_affinity_bound",,,"bound","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,"response:sha256:38b834cd5efe",,,,,,,
"1779889464318","x-codex-turn-state:sha256:e1051ecba5ac","gw-1779889464201-163","request_trace",,,"prepared","-","gpt-5.5","codex_turn_state","true","false","false",,,,,,,,,
"1779889464437","x-codex-turn-state:sha256:e1051ecba5ac","gw-1779889464201-163","auth_projection",,,"prepared","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889464473","x-codex-turn-state:sha256:e1051ecba5ac","gw-1779889464201-163","upstream_forward",,,"send_started","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889465927","x-codex-turn-state:sha256:e1051ecba5ac","gw-1779889464201-163","upstream_forward","200",,"response_received","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889465984","x-codex-turn-state:sha256:e1051ecba5ac","gw-1779889464201-163","selector",,,"request_affinity_bound","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889466014","x-codex-turn-state:sha256:e1051ecba5ac","gw-1779889464201-163","routing_decision","200",,"selected","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,"request_affinity_selected",,"false","false","false","true"
"1779889466025","x-codex-turn-state:sha256:e1051ecba5ac","gw-1779889464201-163","selector","200",,"selected","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,"request_affinity_selected",,"false","false","false","true"
"1779889466124","x-codex-turn-state:sha256:e1051ecba5ac","gw-1779889464201-163","selector",,,"request_affinity_bound","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889466784","x-codex-turn-state:sha256:9e0a4a8a3ac8","gw-1779889457040-162","stream_terminal","200",,"ok","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889466811","x-codex-turn-state:sha256:9e0a4a8a3ac8","gw-1779889457040-162","lease_released",,,"completed","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889466825","x-codex-turn-state:sha256:9e0a4a8a3ac8","gw-1779889457040-162","response_affinity_bound",,,"bound","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,"response:sha256:7547b1add58c",,,,,,,
"1779889467578","x-codex-turn-state:sha256:9e0a4a8a3ac8","gw-1779889467445-164","request_trace",,,"prepared","-","gpt-5.5","codex_turn_state","true","false","false",,,,,,,,,
"1779889467649","x-codex-turn-state:sha256:9e0a4a8a3ac8","gw-1779889467445-164","auth_projection",,,"prepared","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889467690","x-codex-turn-state:sha256:9e0a4a8a3ac8","gw-1779889467445-164","upstream_forward",,,"send_started","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889469110","x-codex-turn-state:sha256:9e0a4a8a3ac8","gw-1779889467445-164","upstream_forward","200",,"response_received","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889469173","x-codex-turn-state:sha256:9e0a4a8a3ac8","gw-1779889467445-164","selector",,,"request_affinity_bound","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889469207","x-codex-turn-state:sha256:9e0a4a8a3ac8","gw-1779889467445-164","routing_decision","200",,"selected","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,"request_affinity_selected",,"false","false","false","true"
"1779889469216","x-codex-turn-state:sha256:9e0a4a8a3ac8","gw-1779889467445-164","selector","200",,"selected","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,"request_affinity_selected",,"false","false","false","true"
"1779889469314","x-codex-turn-state:sha256:9e0a4a8a3ac8","gw-1779889467445-164","selector",,,"request_affinity_bound","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889478837","x-codex-turn-state:sha256:e1051ecba5ac","gw-1779889464201-163","stream_terminal","200",,"ok","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889478862","x-codex-turn-state:sha256:e1051ecba5ac","gw-1779889464201-163","lease_released",,,"completed","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889478872","x-codex-turn-state:sha256:e1051ecba5ac","gw-1779889464201-163","response_affinity_bound",,,"bound","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,"response:sha256:75975e9b82d8",,,,,,,
"1779889479539","x-codex-turn-state:sha256:9e0a4a8a3ac8","gw-1779889467445-164","stream_terminal","200",,"ok","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889479570","x-codex-turn-state:sha256:9e0a4a8a3ac8","gw-1779889467445-164","lease_released",,,"completed","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889479602","x-codex-turn-state:sha256:9e0a4a8a3ac8","gw-1779889467445-164","response_affinity_bound",,,"bound","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,"response:sha256:ef10b3de84e6",,,,,,,
"1779889479691","x-codex-turn-state:sha256:e1051ecba5ac","gw-1779889479541-165","request_trace",,,"prepared","-","gpt-5.5","codex_turn_state","true","false","false",,,,,,,,,
"1779889479778","x-codex-turn-state:sha256:e1051ecba5ac","gw-1779889479541-165","auth_projection",,,"prepared","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889479791","x-codex-turn-state:sha256:9e0a4a8a3ac8","gw-1779889479590-166","request_trace",,,"prepared","-","gpt-5.5","codex_turn_state","true","false","false",,,,,,,,,
"1779889479818","x-codex-turn-state:sha256:e1051ecba5ac","gw-1779889479541-165","upstream_forward",,,"send_started","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889479893","x-codex-turn-state:sha256:9e0a4a8a3ac8","gw-1779889479590-166","auth_projection",,,"prepared","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889479935","x-codex-turn-state:sha256:9e0a4a8a3ac8","gw-1779889479590-166","upstream_forward",,,"send_started","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889481446","x-codex-turn-state:sha256:e1051ecba5ac","gw-1779889479541-165","upstream_forward","200",,"response_received","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889481504","x-codex-turn-state:sha256:e1051ecba5ac","gw-1779889479541-165","selector",,,"request_affinity_bound","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889481534","x-codex-turn-state:sha256:e1051ecba5ac","gw-1779889479541-165","routing_decision","200",,"selected","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,"request_affinity_selected",,"false","false","false","true"
"1779889481543","x-codex-turn-state:sha256:e1051ecba5ac","gw-1779889479541-165","selector","200",,"selected","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,"request_affinity_selected",,"false","false","false","true"
"1779889481664","x-codex-turn-state:sha256:e1051ecba5ac","gw-1779889479541-165","selector",,,"request_affinity_bound","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889482276","x-codex-turn-state:sha256:9e0a4a8a3ac8","gw-1779889479590-166","upstream_forward","200",,"response_received","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889482337","x-codex-turn-state:sha256:9e0a4a8a3ac8","gw-1779889479590-166","selector",,,"request_affinity_bound","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889482373","x-codex-turn-state:sha256:9e0a4a8a3ac8","gw-1779889479590-166","routing_decision","200",,"selected","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,"request_affinity_selected",,"false","false","false","true"
"1779889482385","x-codex-turn-state:sha256:9e0a4a8a3ac8","gw-1779889479590-166","selector","200",,"selected","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,"request_affinity_selected",,"false","false","false","true"
"1779889482484","x-codex-turn-state:sha256:9e0a4a8a3ac8","gw-1779889479590-166","selector",,,"request_affinity_bound","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889488207","x-codex-turn-state:sha256:e1051ecba5ac","gw-1779889479541-165","stream_terminal","200",,"ok","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889488229","x-codex-turn-state:sha256:e1051ecba5ac","gw-1779889479541-165","lease_released",,,"completed","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889488280","x-codex-turn-state:sha256:e1051ecba5ac","gw-1779889479541-165","response_affinity_bound",,,"bound","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,"response:sha256:7445f3a1b104",,,,,,,
"1779889488360","x-codex-turn-state:sha256:e1051ecba5ac","gw-1779889488228-167","request_trace",,,"prepared","-","gpt-5.5","codex_turn_state","true","false","false",,,,,,,,,
"1779889488425","x-codex-turn-state:sha256:e1051ecba5ac","gw-1779889488228-167","auth_projection",,,"prepared","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889488454","x-codex-turn-state:sha256:e1051ecba5ac","gw-1779889488228-167","upstream_forward",,,"send_started","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889491163","x-codex-turn-state:sha256:e1051ecba5ac","gw-1779889488228-167","upstream_forward","200",,"response_received","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889491219","x-codex-turn-state:sha256:e1051ecba5ac","gw-1779889488228-167","selector",,,"request_affinity_bound","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889491250","x-codex-turn-state:sha256:e1051ecba5ac","gw-1779889488228-167","routing_decision","200",,"selected","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,"request_affinity_selected",,"false","false","false","true"
"1779889491261","x-codex-turn-state:sha256:e1051ecba5ac","gw-1779889488228-167","selector","200",,"selected","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,"request_affinity_selected",,"false","false","false","true"
"1779889491358","x-codex-turn-state:sha256:e1051ecba5ac","gw-1779889488228-167","selector",,,"request_affinity_bound","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889505019","x-codex-turn-state:sha256:9e0a4a8a3ac8","gw-1779889479590-166","stream_terminal","200",,"ok","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889505040","x-codex-turn-state:sha256:9e0a4a8a3ac8","gw-1779889479590-166","lease_released",,,"completed","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889505050","x-codex-turn-state:sha256:9e0a4a8a3ac8","gw-1779889479590-166","response_affinity_bound",,,"bound","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,"response:sha256:5fd095678b92",,,,,,,
"1779889505764","x-codex-turn-state:sha256:9e0a4a8a3ac8","gw-1779889505630-168","request_trace",,,"prepared","-","gpt-5.5","codex_turn_state","true","false","false",,,,,,,,,
"1779889505882","x-codex-turn-state:sha256:9e0a4a8a3ac8","gw-1779889505630-168","auth_projection",,,"prepared","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889505919","x-codex-turn-state:sha256:9e0a4a8a3ac8","gw-1779889505630-168","upstream_forward",,,"send_started","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889509916","x-codex-turn-state:sha256:9e0a4a8a3ac8","gw-1779889505630-168","upstream_forward","200",,"response_received","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889509978","x-codex-turn-state:sha256:9e0a4a8a3ac8","gw-1779889505630-168","selector",,,"request_affinity_bound","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889510012","x-codex-turn-state:sha256:9e0a4a8a3ac8","gw-1779889505630-168","routing_decision","200",,"selected","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,"request_affinity_selected",,"false","false","false","true"
"1779889510022","x-codex-turn-state:sha256:9e0a4a8a3ac8","gw-1779889505630-168","selector","200",,"selected","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,"request_affinity_selected",,"false","false","false","true"
"1779889510120","x-codex-turn-state:sha256:9e0a4a8a3ac8","gw-1779889505630-168","selector",,,"request_affinity_bound","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889550457","x-codex-turn-state:sha256:e1051ecba5ac","gw-1779889488228-167","stream_terminal","200",,"ok","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889550479","x-codex-turn-state:sha256:e1051ecba5ac","gw-1779889488228-167","lease_released",,,"completed","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889550491","x-codex-turn-state:sha256:e1051ecba5ac","gw-1779889488228-167","response_affinity_bound",,,"bound","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,"response:sha256:d6cf920ebacf",,,,,,,
"1779889569317","x-codex-turn-state:sha256:9e0a4a8a3ac8","gw-1779889505630-168","stream_terminal","200",,"ok","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889569338","x-codex-turn-state:sha256:9e0a4a8a3ac8","gw-1779889505630-168","lease_released",,,"completed","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,,,,,,,,
"1779889569347","x-codex-turn-state:sha256:9e0a4a8a3ac8","gw-1779889505630-168","response_affinity_bound",,,"bound","sha256:88ecc5236095","gpt-5.5","codex_turn_state",,"false","false",,"response:sha256:bfdb6a40b858",,,,,,,
